profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846561,2,8,1,constructX,4696.446
profile,12846561,2,8,1,calc_extBIC,1962.527
profile,12846561,2,8,1,calcVC,1230.525
profile,12846561,1,8,1,invMMt,173.312
profile,12846561,1,8,1,find_qtl,33637.428
profile,12846561,1,8,1,constructX,0.105
profile,12846561,1,8,1,calc_extBIC,1921.644
profile,12846561,1,8,1,calcVC,1413.224
profile,12846561,1,8,1,calcMMt,9919.82
profile,12846560,4,4,1,find_qtl,36097.819
profile,12846560,4,4,1,constructX,5668.997
profile,12846560,4,4,1,calc_extBIC,2294.449
profile,12846560,4,4,1,calcVC,1477.436
profile,12846560,3,4,1,find_qtl,35507.522
profile,12846560,3,4,1,constructX,5648.506
profile,12846560,3,4,1,calc_extBIC,2166.728
profile,12846560,3,4,1,calcVC,1416.741
profile,12846560,2,4,1,find_qtl,36408.827
profile,12846560,2,4,1,constructX,5684.083
profile,12846560,2,4,1,calc_extBIC,2291.631
profile,12846560,2,4,1,calcVC,1667.365
profile,12846560,1,4,1,invMMt,290.139
profile,12846560,1,4,1,find_qtl,36656.927
profile,12846560,1,4,1,constructX,0.107
profile,12846560,1,4,1,calc_extBIC,2210.874
profile,12846560,1,4,1,calcVC,1898.863
profile,12846560,1,4,1,calcMMt,11494.743
profile,12846559,4,2,1,find_qtl,31132.813
profile,12846559,4,2,1,constructX,4711.406
profile,12846559,4,2,1,calc_extBIC,2273.087
profile,12846559,4,2,1,calcVC,1237.703
profile,12846559,3,2,1,find_qtl,30987.693
profile,12846559,3,2,1,constructX,4721.635
profile,12846559,3,2,1,calc_extBIC,2240.966
profile,12846559,3,2,1,calcVC,1264.866
profile,12846559,2,2,1,find_qtl,30871.984
profile,12846559,2,2,1,constructX,4905.494
profile,12846559,2,2,1,calc_extBIC,2320.994
profile,12846559,2,2,1,calcVC,1411.091
profile,12846559,1,2,1,invMMt,260.485
profile,12846559,1,2,1,find_qtl,34216.806
profile,12846559,1,2,1,constructX,0.087
profile,12846559,1,2,1,calc_extBIC,2337.895
profile,12846559,1,2,1,calcVC,1611.312
